student_id,school_id,socioeconomic_status_index,retained,dropout_reason,persona_id,persona,academic_risk_index,barrier_burden_index,economic_instability_index,health_burden_index,support_coverage_score
838,4,1,1,,0,Academic Strugglers,10.0,2.281983890504926,0.5700000000000001,6,0.0
839,17,2,1,,1,Stable Achievers,-0.6839036090675016,,0.40516193628200103,6,
840,27,2,1,,0,Academic Strugglers,1.4871659488221116,1.9144083199915805,0.5197507629122955,9,1.0
841,23,1,1,,2,Health-Constrained,3.4530964645744806,2.3044838943436634,0.4723095199113298,22,1.0
842,1,3,1,,1,Stable Achievers,2.758701492202638,1.7178524494503837,0.38219691117191845,6,1.0
843,5,1,0,academic_performance,0,Academic Strugglers,7.595806787013039,2.6913628051541263,0.5464932966963592,11,1.0
844,22,3,1,,2,Health-Constrained,1.0533170313073084,1.9942506802305422,0.44983270607774634,22,2.0
845,39,5,1,,1,Stable Achievers,1.090259593025741,1.3637937802529805,0.21922096051943563,6,0.0
846,29,2,1,,0,Academic Strugglers,3.4944594822535393,2.1815810809251763,0.4470253642556054,7,1.0
847,14,3,0,other,0,Academic Strugglers,4.828073086940356,2.1138226129974305,0.42297569086227443,7,1.0
848,38,1,0,financial_instability,0,Academic Strugglers,3.088792188851883,2.2833152950103104,0.543023088008438,18,0.0
849,42,2,1,,2,Health-Constrained,4.608558678964155,2.004705273701851,0.4159315182104739,24,
850,14,1,1,,0,Academic Strugglers,2.532612501025679,,,5,1.5
851,44,2,1,,1,Stable Achievers,0.9168684606941642,0.9047217406892211,0.4817372915222904,2,2.0
852,11,1,1,,0,Academic Strugglers,5.199100066440634,2.453334828545941,0.4798697889102989,3,
853,28,2,1,,0,Academic Strugglers,3.1846872617105593,2.8,0.4079022124610313,8,1.0
854,16,4,1,,2,Health-Constrained,0.22375214297317347,,0.2712307802848203,54,2.0
855,34,4,1,,1,Stable Achievers,-0.8115364358003865,0.8435524773779317,0.274563522570056,28,2.0
856,3,5,1,,1,Stable Achievers,-0.4552587194755718,0.7429348613296831,0.20394330460369198,5,2.5
857,3,5,1,,1,Stable Achievers,0.9736005265614976,1.452928534758309,0.2915646404574059,6,
858,44,3,1,,1,Stable Achievers,-0.0727401539722199,,0.354901536457475,7,2.0
859,9,4,1,,1,Stable Achievers,-0.4274195932871037,1.4420280786636428,0.3551760297349218,7,1.5
860,42,3,1,,1,Stable Achievers,1.3945189532833293,,0.37814745470246225,5,
861,32,1,0,commute_distance,0,Academic Strugglers,3.343354870633216,2.95564550630688,0.5335583294477081,3,1.0
862,29,4,0,health_related,1,Stable Achievers,1.9808068708915867,0.9289178470900996,0.3089412099003791,16,
863,35,3,1,,0,Academic Strugglers,2.4730343314466063,2.053417222471168,0.4108988755253962,8,1.0
864,4,5,1,,1,Stable Achievers,1.7349585449590277,1.3121385930418996,0.2741203875673934,4,1.5
865,3,1,1,,0,Academic Strugglers,5.002879506180387,,,2,1.0
866,4,5,1,,1,Stable Achievers,1.4403614734987802,,0.21558539818683892,39,3.0
867,1,1,1,,0,Academic Strugglers,3.306138219854903,2.1966976603470707,0.5663956398513629,5,1.0
868,44,1,1,,2,Health-Constrained,5.575022767024662,2.3196429044792706,,48,2.0
869,22,3,0,psychosocial,1,Stable Achievers,-0.7404341037183247,1.7730473929082566,0.37517847380847513,7,2.0
870,6,2,1,,0,Academic Strugglers,4.749574357987857,2.3876168141234864,0.4820081144972067,4,2.0
871,15,3,1,,1,Stable Achievers,3.8722876477038115,1.4165494916132149,0.3737819599579617,3,0.5
872,7,2,1,,2,Health-Constrained,5.082124372618978,0.9879855380331962,0.41441747844124843,39,3.0
873,43,1,1,,0,Academic Strugglers,2.46967898706818,1.8929674972872743,0.5700000000000001,7,2.5
874,37,4,1,,1,Stable Achievers,1.6020869885203548,0.8637957385838085,0.3280895033207471,3,2.0
875,1,4,1,,1,Stable Achievers,-0.5289113093181217,1.115825708189332,0.2705871795065275,9,1.5
876,15,2,1,,0,Academic Strugglers,-0.5390350871505515,2.4427639886344075,0.4829294070186074,4,1.0
877,31,2,1,,0,Academic Strugglers,1.4309338793324518,2.4289545624629696,0.4981578475314134,5,2.0
878,20,4,1,,1,Stable Achievers,-1.2767924579604486,1.5159937571278737,0.27334972134938773,7,
879,11,2,1,,2,Health-Constrained,5.4879997073952484,2.0862169177004435,0.4954814777005546,42,1.0
880,20,3,1,,0,Academic Strugglers,4.622269244202054,1.7567805736095754,,2,1.0
881,21,5,1,,1,Stable Achievers,-0.8025612425193868,0.730725517970209,0.2381447502285458,4,0.5
882,33,4,1,,1,Stable Achievers,3.006021153749481,1.190735182080223,0.3361913565605526,8,2.5
883,27,3,1,,0,Academic Strugglers,4.147141133941573,0.9345651005502333,0.4397782360489843,4,2.0
884,23,4,0,academic_performance,1,Stable Achievers,3.725664957409887,1.24607376020066,0.2759571588292629,8,
885,29,1,1,,2,Health-Constrained,2.5547615948321236,1.491527923591215,0.4748797950292575,51,2.0
886,39,4,1,,2,Health-Constrained,5.4511800205519245,0.9165738295548849,0.3278633623097788,48,0.5
887,5,1,0,academic_performance,0,Academic Strugglers,3.7622021284066367,,0.4890079802988717,2,1.0
888,24,2,1,,0,Academic Strugglers,2.820476140218437,2.0307613435751013,0.4412263211622822,12,1.0
889,36,3,1,,1,Stable Achievers,-0.2374578003576319,1.696702197436088,0.38748937393909555,22,0.0
890,14,2,1,,0,Academic Strugglers,5.969899384640391,1.901150956315365,0.4982728456513323,3,2.0
891,41,4,0,health_related,2,Health-Constrained,0.8782513329882671,1.7666545076743887,0.36201167192360295,26,1.0
892,10,3,1,,1,Stable Achievers,3.1108360566360087,1.7846473648471033,0.3386860870442631,7,1.5
893,2,5,1,,1,Stable Achievers,0.9286434751847354,0.8848080504583682,0.2854391630103821,3,0.5
894,36,2,0,health_related,2,Health-Constrained,6.204886268631309,,0.4279138938959659,39,2.0
895,36,3,1,,0,Academic Strugglers,7.406120411312624,1.604583594680606,0.3801722941717782,6,1.5
896,11,1,1,,2,Health-Constrained,6.393306514451526,2.1447617153503,0.5354360265191516,38,1.5
897,47,1,1,,0,Academic Strugglers,4.41816860023523,2.32857880366487,0.4995145939200697,5,2.0
898,29,3,0,health_related,2,Health-Constrained,2.9413226030996773,1.6658475338053003,0.4096251840848798,28,1.0
899,2,5,1,,1,Stable Achievers,2.992419514504519,0.43970333566514397,0.23989704996459071,3,1.0
900,29,2,1,,0,Academic Strugglers,1.7153593298272092,,0.52,6,2.5
901,17,3,1,,1,Stable Achievers,2.16764482349402,1.6660087179267666,0.4034650502472602,10,1.0
902,46,5,1,,1,Stable Achievers,2.4761544142397662,0.4937540904703815,0.2181777047810496,7,3.0
903,13,1,1,,0,Academic Strugglers,2.4067900297866087,1.7355337423145651,0.49865658466658014,8,0.5
904,5,4,1,,0,Academic Strugglers,3.4716983622440813,2.343285383969366,0.37456249629585936,5,2.0
905,42,4,1,,1,Stable Achievers,3.4101528669142134,1.1154090178392524,0.35515140442770066,9,1.5
906,10,3,1,,1,Stable Achievers,1.8990265071132337,1.5967620920956578,0.4080941769562958,8,2.5
907,16,2,1,,0,Academic Strugglers,3.419437993245601,2.0445885359916716,0.4870096075351586,1,1.0
908,32,4,1,,1,Stable Achievers,2.5434335516949798,,,4,
909,16,5,1,,1,Stable Achievers,0.414859705228777,0.360403387897658,0.2118549687527812,6,1.0
910,16,2,1,,0,Academic Strugglers,0.8791067528955121,1.9759542773517405,0.4612407940745798,8,1.0
911,24,2,1,,0,Academic Strugglers,2.8529723806516727,1.7579261957127308,0.52,3,1.5
912,7,4,1,,0,Academic Strugglers,8.077838916632562,1.7465872745703686,0.3410412304555932,5,1.0
913,26,3,1,,1,Stable Achievers,-0.2372621457186988,1.4802416688276994,0.4066466880972525,1,2.5
914,43,1,0,financial_instability,0,Academic Strugglers,3.064928033488978,2.284653125644739,0.5626950707353964,5,
915,47,4,1,,1,Stable Achievers,0.15844609027669398,1.7907640898679307,0.3098098053004785,6,0.0
916,35,3,1,,0,Academic Strugglers,3.0813244665192143,1.7068764344863614,,8,0.0
917,28,2,0,psychosocial,0,Academic Strugglers,1.7788936248149054,,0.4034577507411403,2,1.0
918,11,2,1,,0,Academic Strugglers,5.932741005697548,1.565143820673181,0.5001766196139115,3,1.5
919,42,3,1,,0,Academic Strugglers,3.0437944688640783,2.114609537759665,0.36217656244601004,16,0.0
920,5,2,1,,0,Academic Strugglers,4.408842221486312,2.390602007071009,0.5140256917909479,20,1.0
921,34,3,1,,1,Stable Achievers,2.978127374793284,1.2999704621974009,0.3791310475403905,6,1.5
922,40,1,1,,0,Academic Strugglers,5.0092554909425235,2.394544191511917,0.5413810292748774,6,1.0
923,22,2,1,,0,Academic Strugglers,4.170639281955554,2.3,0.4286000294795741,3,1.5
924,27,4,1,,1,Stable Achievers,-0.0851156603316204,0.42080167454745676,0.2854728493966644,10,2.0
925,39,1,0,commute_distance,0,Academic Strugglers,3.3768684486872935,2.8790642691325523,0.481619050163667,3,1.0
926,44,3,1,,1,Stable Achievers,3.886920145693471,0.8725333321491056,0.389854363072918,2,2.0
927,2,3,1,,1,Stable Achievers,4.388608776734751,0.7288058804916755,0.33436559259052645,2,1.0
928,25,4,0,academic_performance,0,Academic Strugglers,4.461096519145823,1.4851869960307749,0.37888496838069163,7,
929,20,1,1,,0,Academic Strugglers,0.3794056522155007,2.260393330754348,0.546852255418206,5,1.0
930,11,4,1,,1,Stable Achievers,2.543033980909861,,0.2797722581009663,4,1.5
931,41,2,0,academic_performance,0,Academic Strugglers,5.966376310424277,1.3978769628396093,0.4500906706881117,5,
932,7,1,1,,0,Academic Strugglers,2.815332678773591,2.211247568112986,0.5656838619522375,7,1.0
933,16,1,0,other,0,Academic Strugglers,4.763499954556449,,0.470857273961069,8,
934,20,3,1,,1,Stable Achievers,-0.2766172277747028,0.7131701882802696,0.399688398496622,9,2.0
935,11,3,1,,1,Stable Achievers,0.1419271891263099,2.1634807872358515,0.3444996386177638,10,2.0
936,33,3,1,,2,Health-Constrained,1.7412440005164567,,0.3850861031591226,22,1.0
937,31,5,1,,1,Stable Achievers,0.8005119974554876,0.9028846222790221,0.2520112763376642,8,1.5
938,1,2,1,,2,Health-Constrained,5.5940012487218995,2.0411425101052014,0.52,22,1.5
939,8,1,1,,0,Academic Strugglers,10.984354841569052,1.7564466891688546,0.5213262548579369,2,1.5
940,19,2,1,,2,Health-Constrained,-0.5949346177734735,2.3,0.4093254582170983,20,1.5
941,42,1,1,,0,Academic Strugglers,3.724116580496271,2.497266252550855,0.540511780389568,4,2.0
942,19,4,1,,1,Stable Achievers,0.11729274521805366,1.7217568936065808,0.3671179395493128,30,1.0
943,20,4,1,,1,Stable Achievers,3.635800463471776,1.8321769329927617,0.3300501447859131,2,2.0
944,32,2,1,,0,Academic Strugglers,2.102486341250125,,0.4841293736951176,7,
945,38,2,1,,0,Academic Strugglers,4.442211714229536,1.8870155443758903,0.4916230291935759,6,
946,10,2,1,,0,Academic Strugglers,7.63007419090465,1.3362844460870913,0.52,10,
947,32,3,1,,0,Academic Strugglers,8.219393302562445,0.6242188250278069,0.4490018583591539,9,3.0
948,42,1,1,,0,Academic Strugglers,2.3867302493202147,2.5,0.4983905789882545,10,1.5
949,42,3,1,,2,Health-Constrained,-0.6283076446989386,1.5531599868341082,0.4362127591392859,42,0.5
950,16,1,0,commute_distance,0,Academic Strugglers,3.241634210023408,3.0,0.5330632317981636,5,1.0
951,37,4,1,,1,Stable Achievers,1.1197606535673905,1.3957372721336485,0.37250382015763583,2,0.5
952,39,3,1,,1,Stable Achievers,2.594174521985824,1.6842862025296514,0.33510579675976915,6,1.0
953,8,2,0,academic_performance,0,Academic Strugglers,7.814318772219781,2.8,0.4306521069560424,10,1.0
954,39,3,1,,2,Health-Constrained,1.392452655792808,1.9204214004197873,0.4491859914281932,39,1.0
955,44,2,1,,0,Academic Strugglers,2.742358534135806,2.2932531607856306,0.4848899514192142,6,1.0
956,42,4,1,,1,Stable Achievers,5.087593613702984,0.940268565938496,0.31285237467824845,22,1.0
957,41,1,1,,2,Health-Constrained,0.6792303068033144,,0.5222601007150821,22,2.0
958,13,2,1,,0,Academic Strugglers,4.204894172548305,,0.44944145068652097,3,
959,24,2,1,,2,Health-Constrained,4.207898336166368,1.5565369485670248,0.498652959777636,54,1.5
960,40,1,1,,0,Academic Strugglers,5.14691221753899,2.077603854510392,0.5619111191442367,5,2.5
961,5,3,1,,2,Health-Constrained,1.406378176622138,1.8412249500405582,0.41501469378933054,42,0.0
962,11,1,1,,0,Academic Strugglers,5.844707607615665,2.093958467235371,0.4823403547010517,8,
963,10,3,1,,1,Stable Achievers,0.7216163496780755,0.7805220954678507,0.3969997042302653,4,1.0
964,19,4,1,,1,Stable Achievers,2.812419470352612,0.5941952497831106,0.3364947237245381,8,
965,6,2,0,academic_performance,0,Academic Strugglers,5.930346180101889,1.9302654210169188,0.48725660242148483,3,2.0
966,9,2,1,,0,Academic Strugglers,4.659549783913376,1.584578711383334,0.5067278376395112,4,2.5
967,47,2,1,,2,Health-Constrained,1.6313313787386707,2.1449588764918985,0.5014936058914194,69,1.0
968,23,2,0,financial_instability,0,Academic Strugglers,4.929354866591236,2.038273409627691,0.5080184993754764,4,1.0
969,39,2,1,,0,Academic Strugglers,4.874591301508328,,0.4700830429443189,9,
970,4,3,1,,1,Stable Achievers,1.4394128397927495,,0.3567041653666979,3,2.0
971,3,2,1,,2,Health-Constrained,-0.4051542347752034,,0.4284275876481971,54,3.0
972,45,3,1,,0,Academic Strugglers,4.060750568000899,1.121035195497083,0.3811673609732139,9,
973,46,2,1,,2,Health-Constrained,4.257702089313401,2.3308147414961065,0.41254980774691,26,2.0
974,1,4,1,,1,Stable Achievers,1.2288467985945772,0.9461508707791934,0.3023790819695469,6,1.5
975,12,5,1,,1,Stable Achievers,3.1948002944421137,,0.24463302225456013,6,
976,24,4,1,,1,Stable Achievers,0.3969360096615127,1.6751302963573727,0.33034769302367084,4,1.0
977,31,2,1,,0,Academic Strugglers,4.480027459502832,2.2545118242886604,0.4427456830503943,5,2.0
978,40,3,1,,0,Academic Strugglers,2.668017673677751,1.8102514353035795,0.41555424900963345,7,0.5
979,1,4,1,,1,Stable Achievers,-1.2658368971799754,1.589514151621498,,18,1.0
980,7,2,1,,0,Academic Strugglers,3.574933240565464,2.8,0.46593434190301963,20,0.0
981,2,3,1,,0,Academic Strugglers,2.8351045637535486,2.120818396748825,0.38606588908036166,1,1.0
982,29,1,1,,0,Academic Strugglers,4.5654547478713585,1.5452154833947582,0.5110817427527816,9,3.0
983,26,2,1,,0,Academic Strugglers,-0.3800179901401478,2.048448105287119,0.41457573723613694,11,1.0
984,25,2,1,,0,Academic Strugglers,2.9555410189260467,2.169715400900696,0.5193516399569723,4,1.0
985,10,2,1,,0,Academic Strugglers,3.74184593112514,2.063263218824206,0.52,3,2.0
986,36,1,0,academic_performance,0,Academic Strugglers,6.373465271541371,2.5549726589005832,0.5700000000000001,2,1.0
987,43,1,1,,0,Academic Strugglers,4.514699553642407,,0.5176117739443298,5,3.0
988,33,1,0,household_pressure,0,Academic Strugglers,2.630779488810996,2.1762452251640356,,10,1.0
989,47,1,1,,0,Academic Strugglers,2.0687152221030187,2.1451188487780284,0.4771220327497906,1,1.0
990,39,1,0,financial_instability,0,Academic Strugglers,5.508121284464028,2.1193210511755183,0.5700000000000001,4,1.0
991,4,5,1,,1,Stable Achievers,1.0453230382384273,0.3576328833601317,0.21786399127386652,3,
992,38,1,1,,0,Academic Strugglers,2.1205248355477737,2.09439114005062,0.554500001700641,2,1.0
993,30,2,1,,0,Academic Strugglers,0.06914772246596124,2.0248009187850693,0.4125413846211231,16,0.0
994,28,5,1,,1,Stable Achievers,2.473063023312547,0.6108916788281977,,1,1.0
995,10,2,0,academic_performance,0,Academic Strugglers,5.113355233448865,1.369303899867804,0.4141328716765136,5,0.5
996,17,4,1,,1,Stable Achievers,4.042781043799163,0.9736902388142878,0.3731424095747793,1,1.5
997,17,2,0,commute_distance,0,Academic Strugglers,2.2607210041355974,2.2268292944121093,0.4226889237848329,10,
998,6,5,1,,1,Stable Achievers,-1.236628925509556,0.42769414341578105,0.2882103837052268,24,
999,16,2,1,,0,Academic Strugglers,5.144729048936079,1.1367124352837878,0.52,5,2.0
1000,8,3,1,,1,Stable Achievers,1.4140509944638193,1.564633034482506,0.3880087194669345,5,0.5
